id,titulo,autores,ano,link,texto
1047,Gestão e otimização integrada do ciclo de saneamento pelo emprego combinado de sistemas especialistas com sistemas supervisórios em tempo real de operação.,Marcelo de Souza,,https://doi.org/10.11606/t.3.2011.tde-08032012-104352,
1517,Hierarchical Reinforcement Learning,Aske Plaat,2022,https://doi.org/10.1007/978-981-19-0638-1_8,
1049,Modelo de análise de investimentos baseado em sistemas especialistas e lógica fuzzy.,Luiz Carlos Martinez Junior,,https://doi.org/10.11606/d.3.2002.tde-01042025-141929,
1050,TÉCNICAS DE INTELIGÊNCIA ARTIFICIAL APLICADAS AO DIREITO: REPRESENTAÇÃO DE CONHECIMENTO E RACIOCÍNIO AUTOMATIZADO,"Alexandre Zamberlan, Robertson E. dos Santos, Darci Ribeiro, Francielle A. Tybusch, Márcia A. Bühring",2021,https://doi.org/10.48195/sepe2021-235,
1051,Como aprendi raciocínio clínico da maneira mais difícil possível,Pedro Alejandro GORDAN,2020,https://doi.org/10.29327/823500-86,
1052,O raciocínio clínico e a bicicleta,Pedro Alejandro GORDAN,2018,https://doi.org/10.29327/823500-31,
1053,As 5 maiores dificuldades no raciocínio clínico diagnóstico,Fabrizio Almeida PRADO,2020,https://doi.org/10.29327/823500-85,
1054,Raciocínio clínico: A pedra angular da Medicina,Fabrizio Almeida PRADO,2018,https://doi.org/10.29327/823500-23,
1055,Raciocínio Clínico,,,https://doi.org/10.29327/823500,
1056,"Sobre rock, tempo perdido e raciocínio clínico",Leandro Arthur DIEHL,2019,https://doi.org/10.29327/823500-54,
1057,Raciocínio qualitativo e desenvolvimento de raciocínio hipotético-dedutivo : uma proposta para alunos surdos,Fabrício Bechepeche Alves,,https://doi.org/10.26512/2015.07.d.21985,
1058,ReSOAP: como usar o prontuário para ajudar no raciocínio clínico,Beatriz ZAMPAR,2019,https://doi.org/10.29327/823500-73,
1059,Mapas conceituais: ferramentas para o raciocínio clínico,"Pedro Alejandro GORDAN, Elierson ROCHA",2020,https://doi.org/10.29327/823500-94,
1060,Ontologias folksonomizadas,Hugo Augusto Alves,,https://doi.org/10.47749/t/unicamp.2012.866725,
1061,Ontologias Contemporâneas fermentadas na Grande Comarca Invadida,Shajara NéeHilan Bensusan,,https://doi.org/10.58942/eqs.216.00,
1062,Modelagem de contexto utilizando ontologias.,Edgardo Paúl Ponce Escobedo,,https://doi.org/10.11606/d.3.2008.tde-11092008-105525,
1063,Interoperabilidade de documentos digitais usando ontologias,Erika Guetti Suca,,https://doi.org/10.11606/d.45.2012.tde-13122013-101519,
1064,Consulta a ontologias utilizando linguagem natural controlada,Fabiano Ferreira Luz,,https://doi.org/10.11606/d.45.2013.tde-02012014-224412,
1065,UTILIZAÇÃO DE ONTOLOGIAS NO DOMÍNIO B2C,FRANCISCO JOSE ZAMITH GUIMARAES,,https://doi.org/10.17771/pucrio.acad.3897,
1066,DESENVOLVIMENTO DE INTERFACES GOVERNADAS POR ONTOLOGIAS PARA APLICAÇÕES NA WEB SEMÂNTICA,SABRINA SILVA DE MOURA,,https://doi.org/10.17771/pucrio.acad.6064,
1067,UMA INFRA-ESTRUTURA PARA MATCHMAKING BASEADO EM ONTOLOGIAS,LUIS GUSTAVO FERRAO,,https://doi.org/10.17771/pucrio.acad.6403,
1068,Métricas de avaliação de alinhamento de ontologias,Esdras Lins Bispo Junior,,https://doi.org/10.11606/d.45.2011.tde-21022014-162402,
1069,Acesso a dados baseado em ontologias com NoSQL,Barbara Tieko Agena,,https://doi.org/10.11606/d.45.2018.tde-23012018-132444,
1070,UM FRAMEWORK DE APLICAÇÕES PARA A WEB SEMÂNTICA,LEONARDO MAGELA CUNHA,,https://doi.org/10.17771/pucrio.acad.10084,
1071,Link maintenance in the semantic web,André Gomes Regino,,https://doi.org/10.47749/t/unicamp.2021.1164477,
1072,DESENVOLVIMENTO DE APLICAÇÕES BASEADAS EM SERVIÇOS NA WEB SEMÂNTICA,FRANCISCO EDUARDO DOS REIS FERREIRA,,https://doi.org/10.17771/pucrio.acad.4297,
1073,Audiovisual e Web Semântica: Estudo de Caso da Biblioteca da ECA,Denise Cavalcante,,https://doi.org/10.11606/d.27.2019.tde-25042019-160739,
1074,WEB SEMÂNTICA APLICADA ÀS COLEÇÕES BIOLÓGICAS DO INPA,RICARDO LUIS DA COSTA ROCHA,,https://doi.org/10.17771/pucrio.acad.21862,
1075,Anotações colaborativas como hiperdocumentos de primeira classe na Web Semântica.,Claudia Akemi Izeki,,https://doi.org/10.11606/d.55.2001.tde-18042002-100020,
1076,INTEROPERABILIDADE SEMÂNTICA NA WEB: UMA ESTRATÉGIA PARA O ALINHAMENTO TAXONÔMICO DE ONTOLOGIAS,CAROLINA HOWARD FELICISSIMO,,https://doi.org/10.17771/pucrio.acad.5864,
1077,Um modelo de navegação exploratória para a infra-estrutura da web semântica,Luciano Tadeu Esteves Pansanato,,https://doi.org/10.11606/t.55.2007.tde-18012008-100106,
1078,MODELAGEM E IMPLEMENTAÇÃO DE APLICAÇÕES HIPERMÍDIA GOVERNADAS POR ONTOLOGIAS PARA A WEB SEMÂNTICA,GUILHERME DE ARAUJO SZUNDY,,https://doi.org/10.17771/pucrio.acad.6577,
1079,Perspectivas em Computação Social,"Lesandro Ponciano, Nazareno Andrade",,https://doi.org/10.5753/compbr.2018.36.4564,
1080,Transformação em Governo Digital para a Sustentabilidade Social,"Flavia Bernardini, Marie Anne Macadar",,https://doi.org/10.5753/compbr.2025.54.6691,
1081,Dailyfriend: Uma nova proposta de rede social,"Higor Pires Oliveira, Lucas Floriano Garcia, Sandra Vieira",,https://doi.org/10.37423/210403874,
1082,"Viés, ética e responsabilidade social em modelos preditivos","Damires Yluska de Souza Fernandes, Alex Sandro da Cunha Rêgo",,https://doi.org/10.5753/compbr.2023.51.3988,
1083,MENSURAÇÃO DO CAPITAL SOCIAL ACUMULADO A PARTIR DE INTERAÇÕES SOCIAIS EM PÁGINAS INSTITUCIONAIS NO FACEBOOK,"Alan Keller Gomes, Kaíque Matheus R. Cunha",,https://doi.org/10.37885/210303621,
1084,Sem título,,,https://doi.org/10.5753/compbr.2021.45,
1085,Sem título,,,https://doi.org/10.5753/compbr.2020.43,
1086,Análise de redes sociais científicas para ampliação de redes de colaboração,Aurélio Ribeiro Costa,,https://doi.org/10.26512/2016.07.d.21381,
1087,Análise de redes sociais em comunidades científicas,Decio Funaro,,https://doi.org/10.11606/d.27.2016.tde-13012016-101552,
1088,Análise de tendências em redes sociais acadêmicas,Cáio César Trucolo,,https://doi.org/10.11606/d.100.2016.tde-15032016-094740,
1089,Análise de redes sociais em dados bibliográficos,Urubatan Rocha Pacheco,,https://doi.org/10.47749/t/unicamp.2010.779165,
1090,Análise de sentimentos e toxidade em redes sociais,Vinicius Trindade Santos,,https://doi.org/10.11606/003274248,
1091,Análise e classificação de rumores em redes sociais,Nícolas Roque dos Santos,,https://doi.org/10.11606/d.55.2020.tde-08062020-094039,
1092,Análise de redes na política de cotas eleitorais,Leonardo Aires de Castro,2017,https://doi.org/10.5151/9788580392319-10,
1093,Discurso de ódio nas redes sociais : uma análise pela inteligência artificial,Pâmela Ferreira,,https://doi.org/10.11606/003191078,
1094,Análise de Traços de Personalidade em Mídias Sociais por meio de Redes Complexas,Matheus Santos,,https://doi.org/10.14393/ufu.di.2025.548,
1095,Caracterização automática de grupos acadêmicos utilizando bibliometria e análise de redes sociais,Lênin Ferreira Barbosa,,https://doi.org/10.11606/d.100.2018.tde-17012018-193542,
1096,Uso de sistemas de informação geográfica na análise ambiental em bacias hidrográficas,,,https://doi.org/10.17271/68242b036,
1097,USO DE SISTEMAS DE INFORMAÇÃO GEOGRÁFICA NA AVALIAÇÃO DO ESTADO DE CONSERVAÇÃO DA BACIA HIDROGRÁFICA DO RIO SUCURIÚ/MS,"José Roberto Amaro Mantovani, Cesar Cardoso Ferreira, Vitor Matheus Bacani",,https://doi.org/10.17271/68242b038,
1098,SISTEMAS DE INFORMAÇÃO GEOGRÁFICA ADAPTATIVOS BASEADOS EM MODELOS,LEONARDO MATRICIANO COUTO,,https://doi.org/10.17771/pucrio.acad.9648,
1099,Os sistemas de informação geográfica e a inovação em turismo,João Reis,,https://doi.org/10.14195/978-989-26-0983-6_53,
1100,Modelo para um guia de implantação de sistemas de informação geográfica,Roberto Ferrari Júnior,,https://doi.org/10.11606/t.76.1996.tde-16032015-145119,
1101,Uma avaliação comparativa de alguns sistemas de informação geográfica aplicados aos transportes.,Adriana Rose,,https://doi.org/10.11606/d.18.2001.tde-17032002-102609,
1102,Processo de modelagem de dados em sistemas de informação geográfica.,Laís Regina Ghelere Martins Fortes,,https://doi.org/10.11606/d.3.1998.tde-03022025-145214,
1103,Análises subjetivas do espaço urbano: teoria dos sistemas nebulosos aplicada a sistemas de informação geográfica.,Claudia Sadeck Burlamaqui,,https://doi.org/10.11606/d.3.2002.tde-28032025-072925,
1104,Obtenção de traçado geométrico preliminar de estradas utilizando sistemas de informação geográfica,Ádila Batista de SOUZA,,https://doi.org/10.14393/ufu.di.2018.1206,
1105,Obtenção de traçado geométrico preliminar de estradas utilizando sistemas de informação geográfica,Ádila Batista de Souza,,https://doi.org/10.14393/ufu.di.2018.12,
1106,Geoprocessamento.,Marcos Rodrigues,,https://doi.org/10.11606/t.3.1987.tde-02102025-105218,
1107,"Estudos sobre Sensoriamento Remoto, Cartografia e Geoprocessamento – Volume 1",,2021,https://doi.org/10.36229/978-65-5866-087-3,
1108,"Geoprocessamento aplicado ao estudo e implantação de ciclovia no Distrito de Vila Carrão, São Paulo",Sidney dos Santos,2021,https://doi.org/10.36229/978-65-5866-087-3.cap.05,
1109,Geoprocessamento de dados espaciais para a análise de áreas com potencial agrícola no município de Dona Francisca – RS,"Roberta Fantinel, Ana Caroline Benedetti",2020,https://doi.org/10.18616/geop04,
1110,"""Técnicas de geoprocessamento aplicadas à análise morfométrica""",Carlos Henrique Grohmann de Carvalho,,https://doi.org/10.11606/d.44.2004.tde-10082006-155540,
1111,Geoprocessamento e geoeconomia: análises multidisciplinares,Isabel Lausanne Fontgalland,,https://doi.org/10.51859/amplla.gga3385-0,
1112,Anais do(a) Anais do SIRGEO - Simpósio Regional de Geoprocessamento,,,https://doi.org/10.29327/15210,
1113,Geoprocessamento aplicado ao estudo da dinâmica ambiental da folha Jacupiranga - SP,Ricardo Olenscki,,https://doi.org/10.11606/d.3.1994.tde-03062025-073136,
1114,ANÁLISE DA DISPOSIÇÃO DE RESÍDUOS SÓLIDOS NOS MUNICÍPIOS DO ESTADO AMAPÁ A PARTIR DA UTILIZAÇÃO DO GEOPROCESSAMENTO,"Ricardo Castro da Silva, Orleno Marques da Silva Junior",,https://doi.org/10.51859/amplla.gga2354-8,
1115,Uso do geoprocessamento para a detecção de sítios contaminados.,Claudomiro dos Santos,,https://doi.org/10.11606/d.3.2003.tde-31072024-101856,
1116,Detecção de anomalias em redes de computadores,Bruno Bogaz Zarpelão,,https://doi.org/10.47749/t/unicamp.2010.776023,
1117,Detecção de anomalias em pavimentos utilizando sensores inerciais.,Gabriel de Souza Lima,,https://doi.org/10.11606/d.3.2024.tde-26032024-111626,
1118,Detecção de anomalias por decomposição em dicionário,Victor Carneiro Lima,,https://doi.org/10.47749/t/unicamp.2022.1260170,
1119,DETECÇÃO ESTATÍSTICA DE ANOMALIAS DE DESEMPENHO EM SISTEMAS BASEADOS EM MIDDLEWARE,SAND LUZ CORRÊA,,https://doi.org/10.17771/pucrio.acad.18242,
1120,FamilyGuard: uma arquitetura de segurança para detecção de anomalias em redes domésticas,Pedro Melo,,https://doi.org/10.14393/ufu.te.2022.587,
1121,Detecção de anomalias em veículos ferroviários através de visão computacional,Victor Henrique Mendes Pereira,,https://doi.org/10.11606/003191713,
1122,DETECÇÃO DE ANOMALIAS DE CÓDIGO DE RELEVÂNCIA ARQUITETURAL EM SISTEMAS MULTILINGUAGEM,MANUELE DOS REIS FERREIRA,,https://doi.org/10.17771/pucrio.acad.24701,
1123,DETECÇÃO DE ANOMALIAS NAS MÉTRICAS DAS MONITORAÇÕES DE MÁQUINAS DE UM DATA CENTER,RICARDO SOUZA DIAS,,https://doi.org/10.17771/pucrio.acad.46523,
1124,UMA ABORDAGEM SENSÍVEL À HISTÓRIA PARA DETECÇÃO DE ANOMALIAS DE CÓDIGO,LEANDRA MARA DA SILVA,,https://doi.org/10.17771/pucrio.acad.17163,
1125,Kubeowl: um arcabouço para detecção de anomalias em requisições HTTP,Fernando Lemes da Silva,,https://doi.org/10.11606/d.45.2023.tde-26082025-124413,
1126,Combinação de Classificadores para Reconhecimento de Padrões,Paulo Sérgio Prampero,,https://doi.org/10.11606/d.55.2018.tde-16032018-090228,
1127,Reconhecimento de padrões em sensores integrados.,Germán Carlos Santos Quispe,,https://doi.org/10.11606/t.3.2005.tde-15032006-173741,
1128,RECONHECIMENTO DE PADRÕES APLICADO NA AUTENTICAÇÃO DE QUADROS DE ARTE,GUILHERME NOBREGA TEIXEIRA,,https://doi.org/10.17771/pucrio.acad.2912,
1129,Entropia aplicada ao reconhecimento de padrões em imagens,Lucas Assirati,,https://doi.org/10.11606/d.76.2014.tde-24092014-104641,
1130,RECONHECIMENTO DE PADRÕES SÍSMICOS UTILIZANDO ANÁLISES TEMPO-FREQÜÊNCIA,MARCILIO CASTRO DE MATOS,,https://doi.org/10.17771/pucrio.acad.5081,
1131,ANÁLISE DE ASSINATURAS ÓTICAS DE MICROORGANISMOS USANDO RECONHECIMENTO DE PADRÕES,LUA MAZARACKI MARTINS,,https://doi.org/10.17771/pucrio.acad.75437,
1132,Sistema automatizado de classificação de abelhas baseado em reconhecimento de padrões.,Jésus Franco Bueno,,https://doi.org/10.11606/t.3.2010.tde-10012011-114124,
1133,Reconhecimento de Padrões: Um estudo dirigido,Rogério Galante Negri,2021,https://doi.org/10.5151/9786555061635,
1134,Algoritmo de Seleção de Classificadores para Reconhecimento de Padrões,"Willamos A. S e Silva, Carmelo J. A. Bastos-Filho",2015,https://doi.org/10.21528/cbic2015-086,
1135,Métodos alternativos de reconhecimento de padrões para sistemas de detecção de intrusão,Daniel Rodrigues Ambrosio,,https://doi.org/10.11606/d.55.2002.tde-02062015-092120,
1136,Predição da Idade Cerebral a partir de Imagens de Ressonância Magnética utilizando Redes Neurais Convolucionais,"Victor H. R. Oliveira, Augusto Antunes, Alexandre S. Soares, Arthur D. Reys, Robson Z. Júnior, Saulo D. S. Pedro, Danilo Silva",2021,http://arxiv.org/abs/2112.12609v1,
1137,Documentação de Requisitos de Sistemas Legados Uma proposta baseada na Engenharia de Requisitos Orientada a Objetivos,"Renato G. Fritola, Victor A. Santander",,https://doi.org/10.29327/1298262.25-28,
1138,Auxiliando Professores de Engenharia de Requisitos a Identificar Jogos como Recursos Pedagógicos,"Caio Steglich, Sabrina Marczak",,https://doi.org/10.29327/1298728.24-29,
1139,Identificando cenários de conflitos na Engenharia de Requisitos visando aplicação da Comunicação Não Violenta,"Aline Ferreira Barbosa, Maria Lencastre",,https://doi.org/10.29327/1298731.22-12,
1140,Modelagem Conceitual de Dívida Técnica na Engenharia de Requisitos,"José F. Guilhermino da Silva, Maria Lencastre, Jaelson Castro",,https://doi.org/10.29327/1407529.27-11,
1141,Engenharia de Requisitos de Sistemas IoT e Ciber-Físicos: Resultados Preliminares,"Ernesto Fonseca Veiga, Renato F. Bulcão-Neto",,https://doi.org/10.29327/1298262.25-11,
1142,Engenharia de Requisitos Ágil: Extensão de uma Revisão Sistemática da Literatura,"Renato Menezes, Suzana Sampaio, Marcelo Marinho",,https://doi.org/10.29327/1298728.24-21,
1143,Engenharia de Requisitos Aplicada na Prática em Empresa Júnior,"Natalya Goelzer, Herberth Reinstein, Rafael Panzi",,https://doi.org/10.17771/pucrio.wer.inf2018-video3,
1144,Uso de Large Language Models na Engenharia de Requisitos,"Ytalo Silva, Maria Gois, Abimael Santos, Jaelson Castro, Maria Lencastre",,https://doi.org/10.29327/1588952.28-18,
1145,"ENGENHARIA DE REQUISITOS INTENCIONAL: UM MÉTODO DE ELICITAÇÃO, MODELAGEM E ANÁLISE DE REQUISITOS",ANTONIO DE PADUA ALBUQUERQUE OLIVEIRA,,https://doi.org/10.17771/pucrio.acad.13061,
1146,Uso de Metodologias Criativas no Processo de Ensino da Disciplina Engenharia de Requisitos,"Patrícia Mergulhão, Maria Lencastre, Melina Soares, Ricardo Almeida, Aline Barbosa",,https://doi.org/10.29327/1298731.22-16,
1147,Um método de teste de software baseado em casos de teste.,Sérgio Ricardo Rota,,https://doi.org/10.11606/d.3.2001.tde-28082024-111708,
1148,Automatização do teste estrutural de software de veículos autônomos para apoio ao teste de campo,Vânia de Oliveira Neves,,https://doi.org/10.11606/t.55.2015.tde-15092015-090805,
1149,Criterios restritos de teste de software,Silvia Regina Vergilio,,https://doi.org/10.47749/t/unicamp.1997.118680,
1150,Contribuições para o Teste de Software,Adenilso da Silva Simão,,https://doi.org/10.11606/t.55.2011.tde-17082011-153853,
1151,Gestão de configuração para teste de software,Andre Luiz de Castro Villas Boas,,https://doi.org/10.47749/t/unicamp.2003.294062,
1152,AUTOMAÇÃO DO PROCESSO DE GERÊNCIA DO TESTE DE SOFTWARE,ANDREW DINIZ DA COSTA,,https://doi.org/10.17771/pucrio.acad.21177,
1153,Contribuições na área de Teste de Software Concorrente.,Simone do Rocio Senger de Souza,,https://doi.org/10.11606/t.55.2016.tde-27012016-145238,
1154,"""Ensino integrado de fundamentos de programação e teste de software""",Camila Kozlowski Della Corte,,https://doi.org/10.11606/d.55.2006.tde-03072006-094907,
1155,Teste de software em aplicações de banco de dados relacional,Klausner Vieira Gonçalves,,https://doi.org/10.47749/t/unicamp.2003.297458,
1156,Teste de software na indústria: um estudo qualitativo,Sergio Luis Barbieri,,https://doi.org/10.11606/d.100.2018.tde-12062018-115510,
1157,Myths and Facts about a Career in Software Testing: A Comparison between Students' Beliefs and Professionals' Experience,"Ronnie de Souza Santos, Luiz Fernando Capretz, Cleyton Magalhaes, Rodrigo Souza",2023,http://arxiv.org/abs/2311.06201v1,
1158,Avaliação da Qualidade de Software Através de Técnicas da Mineração de Dados,Simone Vasconcelos Silva,,https://doi.org/10.5753/sbqs.2008.15535,
1159,Características de Qualidade para Componentes de Software,"Régis Patrick Silva Simão, Arnaldo Dias Belchior",,https://doi.org/10.5753/sbqs.2003.15709,
1160,Um Padrão de Qualidade para Componentes de Software,"Régis Patrick Silva Simão, Arnaldo Dias Belchior",,https://doi.org/10.5753/sbqs.2002.16218,
1161,Framework para Especialização de Modelos de Qualidade de Produtos de Software,"Lizandra Bays dos Santos, Eduardo Pretz",,https://doi.org/10.5753/sbqs.2010.15421,
1162,AdeQuaS: Ferramenta Fuzzy para Avaliação da Qualidade de Software,"Kelly Rejane de Oliveira, Arnaldo Dias Belchior",,https://doi.org/10.5753/sbqs.2003.15708,
1163,Segurança: Fator Determinante para A Qualidade de Software,"Francisco José Barreto Nunes, Arnaldo Dias Belchior",,https://doi.org/10.5753/sbqs.2007.15581,
1164,AdeQuaS: Ferramenta Fuzzy para Avaliação da Qualidade de Software,"Kelly Rejane de Oliveira, Arnaldo Dias Belchior",,https://doi.org/10.5753/sbqs.2002.16216,
1165,MENTAGIL: Um Modelo de Maturidade Ágil para Qualidade de Software,"Gildárcio Sousa Gonçalves, Johnny Marques",,https://doi.org/10.5753/sbqs_estendido.2025.15837,
1166,Modelo de qualidade para componentes de software,Darley Rosa Peres,,https://doi.org/10.11606/d.55.2006.tde-29012007-112338,
1167,Gerência de Risco em Processos de Qualidade de Software: uma Análise Comparativa,"Cristine Martins Gomes de Gusmão, Hermano Perrelli de Moura",,https://doi.org/10.5753/sbqs.2004.16181,
1168,A Utilização da Gamificação como Ferramenta Motivadora no Ensino de Manutenção de Software,"Israely Lima, Jacilane de Holanda Rabelo",,https://doi.org/10.5753/vem.2023.235570,
1169,Uso de redes bayesianas no gerenciamento de manutenção de software,Adilson de Jesus Sanchez,,https://doi.org/10.11606/d.45.2003.tde-20220712-120654,
1170,GESTÃO DA MANUTENÇÃO DE SOFTWARE: UM ESTUDO DE CASO,ANA PAULA LIMA LUCAS,,https://doi.org/10.17771/pucrio.acad.30262,
1171,Ensino e Implantação de Práticas de Inspeção Contínua na Manutenção de Software: Um Relato de Experiência na Disciplina de Manutenção de Software,"Antônia Naelly Freire de Lima, Jacilane de Holanda Rabelo",,https://doi.org/10.5753/wie.2025.13132,
1172,"Anais do XIII Workshop de Visualização, Evolução e Manutenção de Software (VEM 2025)",,,https://doi.org/10.5753/vem.2025,
1173,"Anais do VIII Workshop de Visualização, Evolução e Manutenção de Software (VEM 2020)",,,https://doi.org/10.5753/vem.2020,
1174,"Anais do X Workshop de Visualização, Evolução e Manutenção de Software (VEM 2022)",,,https://doi.org/10.5753/vem.2022,
1175,O processo de manutenção de software web apoiado pela modelagem IHC.,Alexandra Aparecida de Souza,,https://doi.org/10.11606/d.3.2004.tde-11112024-152230,
1176,"Anais do XI Workshop de Visualização, Evolução e Manutenção de Software (VEM 2023)",,,https://doi.org/10.5753/vem.2023,
1177,"Anais do XII Workshop de Visualização, Evolução e Manutenção de Software (VEM 2024)",,,https://doi.org/10.5753/vem.2024,
1178,Evolução de software baseada em avaliação de arquiteturas.,Danielle Pompeu Noronha Pontes,,https://doi.org/10.11606/d.3.2012.tde-14092012-122012,
1179,Uma Análise da Co-Evolução de Teste em Projetos de Software no GitHub,"Charles Miranda, Guilherme Avelino, Pedro Santos Neto, Victor da Silva",,https://doi.org/10.5753/vem.2021.17215,
1180,"Anais do IX Workshop de Visualização, Evolução e Manutenção de Software (VEM 2021)",,,https://doi.org/10.5753/vem.2021,
1181,Evolução e recuperação de arquiteturas de software baseadas em componentes,Andre Petris Esteve,,https://doi.org/10.47749/t/unicamp.2013.926557,
1182,Evolução de componentes compartilhados por multiplas linhas de produto de software,Wendel Malta de Assis,,https://doi.org/10.47749/t/unicamp.2009.477402,
1183,Caracterizando a evolução de software de contratos inteligentes: Um estudo exploratório-descritivo utilizando GitHub e Etherscan,"Alan Rodrigues, Allysson Allex Araújo, Matheus Paixao, Pamella Soares",,https://doi.org/10.5753/vem.2021.17210,
1184,"Anais do VII Workshop de Visualização, Evolução e Manutenção de Software (VEM 2019)",,,https://doi.org/10.5753/vem.2019,
1185,Políticas de privacidade semânticas para descrição e descoberta de serviços na arquitetura orientada a serviços,Diego Zuquim Guimarães Garcia,,https://doi.org/10.47749/t/unicamp.2011.818405,
1186,"Uma arquitetura orientada a serviços para desenvolvimento, gerenciamento e instalação de serviços de rede",Victor Alexandre Siqueira Marques de Souza,,https://doi.org/10.47749/t/unicamp.2006.365185,
1187,Arquitetura orientada a serviços para aquisição de dados de experimentos em Weblab de abelhas.,Leandro Halle Najm,,https://doi.org/10.11606/d.3.2011.tde-26082011-141314,
1188,Uma arquitetura orientada a serviços para laboratorios de acesso remoto,Paulo Rodolfo da Silva Leite Coelho,,https://doi.org/10.47749/t/unicamp.2006.389983,
1189,Uma Arquitetura de referência orientada a serviços para o desenvolvimento de ambientes de aprendizagem ubíqua,Átila Rabelo Lopes,,https://doi.org/10.11606/t.55.2021.tde-27052021-114049,
1190,Uma abordagem de desenvolvimento de linha de produtos com uma arquitetura orientada a serviços,Paulo Gabriel Gadelha Queiroz,,https://doi.org/10.11606/d.55.2009.tde-06042010-101649,
1191,Um estudo sobre os desafios de segurança na adoção da arquitetura orientada a serviços (SOA),Claudio Aparecido Rocha,,https://doi.org/10.47749/t/unicamp.2006.404987,
